cat,soc,job,elm,val,mhr,myr
Computer and Mathematical,15-1151,Computer User Support Specialists,Conventional,5.33,24.51,50980
Computer and Mathematical,15-1152,Computer Network Support Specialists,Realistic,6,30.18,62770
Computer and Mathematical,15-1152,Computer Network Support Specialists,Investigative,2.67,30.18,62770
Computer and Mathematical,15-1152,Computer Network Support Specialists,Artistic,1.33,30.18,62770
Computer and Mathematical,15-1152,Computer Network Support Specialists,Social,1.33,30.18,62770
Computer and Mathematical,15-1152,Computer Network Support Specialists,Enterprising,4,30.18,62770
Computer and Mathematical,15-1152,Computer Network Support Specialists,Conventional,3.67,30.18,62770
Computer and Mathematical,15-2011,Actuaries,Realistic,2,49.46,102880
Computer and Mathematical,15-2011,Actuaries,Investigative,4.33,49.46,102880
Computer and Mathematical,15-2011,Actuaries,Artistic,1.67,49.46,102880
Computer and Mathematical,15-2011,Actuaries,Social,1,49.46,102880
Computer and Mathematical,15-2011,Actuaries,Enterprising,3.33,49.46,102880
Computer and Mathematical,15-2011,Actuaries,Conventional,6,49.46,102880
Computer and Mathematical,15-2021,Mathematicians,Realistic,1.67,48.99,101900
Computer and Mathematical,15-2021,Mathematicians,Investigative,7,48.99,101900
Computer and Mathematical,15-2021,Mathematicians,Artistic,4,48.99,101900
Computer and Mathematical,15-2021,Mathematicians,Social,1,48.99,101900
Computer and Mathematical,15-2021,Mathematicians,Enterprising,1.67,48.99,101900
Computer and Mathematical,15-2021,Mathematicians,Conventional,4.67,48.99,101900
Computer and Mathematical,15-2031,Operations Research Analysts,Realistic,3,40.09,83390
Computer and Mathematical,15-2031,Operations Research Analysts,Investigative,6.33,40.09,83390
Computer and Mathematical,15-2031,Operations Research Analysts,Artistic,2.67,40.09,83390
Computer and Mathematical,15-2031,Operations Research Analysts,Social,1.67,40.09,83390
Computer and Mathematical,15-2031,Operations Research Analysts,Enterprising,4.67,40.09,83390
Computer and Mathematical,15-2031,Operations Research Analysts,Conventional,5.33,40.09,83390
Computer and Mathematical,15-2041,Statisticians,Realistic,2.33,42.2,87780
Computer and Mathematical,15-2041,Statisticians,Investigative,6,42.2,87780
Computer and Mathematical,15-2041,Statisticians,Artistic,2,42.2,87780
Computer and Mathematical,15-2041,Statisticians,Social,1,42.2,87780
Computer and Mathematical,15-2041,Statisticians,Enterprising,2,42.2,87780
Computer and Mathematical,15-2041,Statisticians,Conventional,6.33,42.2,87780
Architecture and Engineering,17-1011,"Architects, Except Landscape and Naval",Realistic,4,38.16,79380
Architecture and Engineering,17-1011,"Architects, Except Landscape and Naval",Investigative,5,38.16,79380
Architecture and Engineering,17-1011,"Architects, Except Landscape and Naval",Artistic,6.67,38.16,79380
Architecture and Engineering,17-1011,"Architects, Except Landscape and Naval",Social,1.67,38.16,79380
Architecture and Engineering,17-1011,"Architects, Except Landscape and Naval",Enterprising,4,38.16,79380
Architecture and Engineering,17-1011,"Architects, Except Landscape and Naval",Conventional,2.33,38.16,79380
Architecture and Engineering,17-1012,Landscape Architects,Realistic,5,32.8,68230
Architecture and Engineering,17-1012,Landscape Architects,Investigative,5.33,32.8,68230
Architecture and Engineering,17-1012,Landscape Architects,Artistic,6.33,32.8,68230
Architecture and Engineering,17-1012,Landscape Architects,Social,1.67,32.8,68230
Architecture and Engineering,17-1012,Landscape Architects,Enterprising,4,32.8,68230
Architecture and Engineering,17-1012,Landscape Architects,Conventional,2.33,32.8,68230
Architecture and Engineering,17-1021,Cartographers and Photogrammetrists,Realistic,5.67,30.98,64430
Architecture and Engineering,17-1021,Cartographers and Photogrammetrists,Investigative,5.33,30.98,64430
Architecture and Engineering,17-1021,Cartographers and Photogrammetrists,Artistic,3.33,30.98,64430
Architecture and Engineering,17-1021,Cartographers and Photogrammetrists,Social,1,30.98,64430
Architecture and Engineering,17-1021,Cartographers and Photogrammetrists,Enterprising,2,30.98,64430
Architecture and Engineering,17-1021,Cartographers and Photogrammetrists,Conventional,5.33,30.98,64430
Architecture and Engineering,17-1022,Surveyors,Realistic,6.67,30.09,62580
Architecture and Engineering,17-1022,Surveyors,Investigative,5,30.09,62580
Architecture and Engineering,17-1022,Surveyors,Artistic,3.33,30.09,62580
Architecture and Engineering,17-1022,Surveyors,Social,1.33,30.09,62580
Architecture and Engineering,17-1022,Surveyors,Enterprising,2,30.09,62580
Architecture and Engineering,17-1022,Surveyors,Conventional,5,30.09,62580
Architecture and Engineering,17-2011,Aerospace Engineers,Realistic,5.67,55.39,115220
Architecture and Engineering,17-2011,Aerospace Engineers,Investigative,7,55.39,115220
Architecture and Engineering,17-2011,Aerospace Engineers,Artistic,3.67,55.39,115220
Architecture and Engineering,17-2011,Aerospace Engineers,Social,1.33,55.39,115220
Architecture and Engineering,17-2011,Aerospace Engineers,Enterprising,2.33,55.39,115220
Architecture and Engineering,17-2011,Aerospace Engineers,Conventional,3,55.39,115220
Architecture and Engineering,17-2021,Agricultural Engineers,Realistic,6.33,37.07,77110
Architecture and Engineering,17-2021,Agricultural Engineers,Investigative,6.67,37.07,77110
Architecture and Engineering,17-2021,Agricultural Engineers,Artistic,3,37.07,77110
Architecture and Engineering,17-2021,Agricultural Engineers,Social,1.33,37.07,77110
Architecture and Engineering,17-2021,Agricultural Engineers,Enterprising,4.33,37.07,77110
Architecture and Engineering,17-2021,Agricultural Engineers,Conventional,3,37.07,77110
Architecture and Engineering,17-2031,Biomedical Engineers,Realistic,5.67,42.57,88550
Architecture and Engineering,17-2031,Biomedical Engineers,Investigative,7,42.57,88550
Architecture and Engineering,17-2031,Biomedical Engineers,Artistic,2.67,42.57,88550
Architecture and Engineering,17-2031,Biomedical Engineers,Social,2,42.57,88550
Architecture and Engineering,17-2031,Biomedical Engineers,Enterprising,2.33,42.57,88550
Architecture and Engineering,17-2031,Biomedical Engineers,Conventional,3.67,42.57,88550
Architecture and Engineering,17-2041,Chemical Engineers,Realistic,6.33,50.44,104910
Architecture and Engineering,17-2041,Chemical Engineers,Investigative,6.67,50.44,104910
Architecture and Engineering,17-2041,Chemical Engineers,Artistic,2,50.44,104910
Architecture and Engineering,17-2041,Chemical Engineers,Social,1,50.44,104910
Architecture and Engineering,17-2041,Chemical Engineers,Enterprising,3,50.44,104910
Architecture and Engineering,17-2041,Chemical Engineers,Conventional,3.67,50.44,104910
Architecture and Engineering,17-2051,Civil Engineers,Realistic,6.67,41.65,86640
Architecture and Engineering,17-2051,Civil Engineers,Investigative,6,41.65,86640
Architecture and Engineering,17-2051,Civil Engineers,Artistic,2.67,41.65,86640
Architecture and Engineering,17-2051,Civil Engineers,Social,1.33,41.65,86640
Architecture and Engineering,17-2051,Civil Engineers,Enterprising,2.67,41.65,86640
Architecture and Engineering,17-2051,Civil Engineers,Conventional,4.33,41.65,86640
Architecture and Engineering,17-2061,Computer Hardware Engineers,Realistic,6.33,55.1,114600
Architecture and Engineering,17-2061,Computer Hardware Engineers,Investigative,6.67,55.1,114600
Architecture and Engineering,17-2061,Computer Hardware Engineers,Artistic,2,55.1,114600
Architecture and Engineering,17-2061,Computer Hardware Engineers,Social,1,55.1,114600
Architecture and Engineering,17-2061,Computer Hardware Engineers,Enterprising,2.33,55.1,114600
Architecture and Engineering,17-2061,Computer Hardware Engineers,Conventional,4.33,55.1,114600
Architecture and Engineering,17-2071,Electrical Engineers,Realistic,6,46.46,96640
Architecture and Engineering,17-2071,Electrical Engineers,Investigative,6.33,46.46,96640
Architecture and Engineering,17-2071,Electrical Engineers,Artistic,2,46.46,96640
Architecture and Engineering,17-2071,Electrical Engineers,Social,1,46.46,96640
Architecture and Engineering,17-2071,Electrical Engineers,Enterprising,3,46.46,96640
Architecture and Engineering,17-2071,Electrical Engineers,Conventional,3.67,46.46,96640
Architecture and Engineering,17-2072,"Electronics Engineers, Except Computer",Realistic,5.67,49.37,102700
Architecture and Engineering,17-2072,"Electronics Engineers, Except Computer",Investigative,7,49.37,102700
Architecture and Engineering,17-2072,"Electronics Engineers, Except Computer",Artistic,4,49.37,102700
Architecture and Engineering,17-2072,"Electronics Engineers, Except Computer",Social,2,49.37,102700
Architecture and Engineering,17-2072,"Electronics Engineers, Except Computer",Enterprising,2.67,49.37,102700
Architecture and Engineering,17-2072,"Electronics Engineers, Except Computer",Conventional,3.67,49.37,102700
Architecture and Engineering,17-2081,Environmental Engineers,Realistic,4.67,42.13,87620
Architecture and Engineering,17-2081,Environmental Engineers,Investigative,7,42.13,87620
Architecture and Engineering,17-2081,Environmental Engineers,Artistic,3,42.13,87620
Architecture and Engineering,17-2081,Environmental Engineers,Social,1.67,42.13,87620
Architecture and Engineering,17-2081,Environmental Engineers,Enterprising,3.67,42.13,87620
Architecture and Engineering,17-2081,Environmental Engineers,Conventional,4.33,42.13,87620
Architecture and Engineering,17-2112,Industrial Engineers,Realistic,4.33,41.84,87040
Architecture and Engineering,17-2112,Industrial Engineers,Investigative,7,41.84,87040
Architecture and Engineering,17-2112,Industrial Engineers,Artistic,2,41.84,87040
Architecture and Engineering,17-2112,Industrial Engineers,Social,1.33,41.84,87040
Architecture and Engineering,17-2112,Industrial Engineers,Enterprising,4.67,41.84,87040
Architecture and Engineering,17-2112,Industrial Engineers,Conventional,4.67,41.84,87040
Architecture and Engineering,17-2131,Materials Engineers,Realistic,6,44.42,92390
Architecture and Engineering,17-2131,Materials Engineers,Investigative,7,44.42,92390
Architecture and Engineering,17-2131,Materials Engineers,Artistic,2.67,44.42,92390
Architecture and Engineering,17-2131,Materials Engineers,Social,1.33,44.42,92390
Architecture and Engineering,17-2131,Materials Engineers,Enterprising,4.33,44.42,92390
Architecture and Engineering,17-2131,Materials Engineers,Conventional,3.33,44.42,92390
Architecture and Engineering,17-2141,Mechanical Engineers,Realistic,6.33,42,87370
Architecture and Engineering,17-2141,Mechanical Engineers,Investigative,6.67,42,87370
Architecture and Engineering,17-2141,Mechanical Engineers,Artistic,2.67,42,87370
Architecture and Engineering,17-2141,Mechanical Engineers,Social,2,42,87370
Architecture and Engineering,17-2141,Mechanical Engineers,Enterprising,1.67,42,87370
Architecture and Engineering,17-2141,Mechanical Engineers,Conventional,4,42,87370
Architecture and Engineering,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",Realistic,5.67,44.35,92250
Architecture and Engineering,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",Investigative,6.33,44.35,92250
Architecture and Engineering,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",Artistic,1.67,44.35,92250
Architecture and Engineering,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",Social,1.33,44.35,92250
Architecture and Engineering,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",Enterprising,4.33,44.35,92250
Architecture and Engineering,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",Conventional,3.67,44.35,92250
Architecture and Engineering,17-2161,Nuclear Engineers,Realistic,5.33,51.73,107600
Architecture and Engineering,17-2161,Nuclear Engineers,Investigative,7,51.73,107600
Architecture and Engineering,17-2161,Nuclear Engineers,Artistic,1.67,51.73,107600
Architecture and Engineering,17-2161,Nuclear Engineers,Social,1,51.73,107600
Architecture and Engineering,17-2161,Nuclear Engineers,Enterprising,2.33,51.73,107600
Architecture and Engineering,17-2161,Nuclear Engineers,Conventional,3.67,51.73,107600
Architecture and Engineering,17-2171,Petroleum Engineers,Realistic,5.33,65.95,137170
Architecture and Engineering,17-2171,Petroleum Engineers,Investigative,6.67,65.95,137170
Architecture and Engineering,17-2171,Petroleum Engineers,Artistic,1.67,65.95,137170
Architecture and Engineering,17-2171,Petroleum Engineers,Social,1,65.95,137170
Architecture and Engineering,17-2171,Petroleum Engineers,Enterprising,3.33,65.95,137170
Architecture and Engineering,17-2171,Petroleum Engineers,Conventional,5,65.95,137170
Architecture and Engineering,17-3013,Mechanical Drafters,Realistic,6.67,26.89,55920
Architecture and Engineering,17-3013,Mechanical Drafters,Investigative,4,26.89,55920
